NWSID,NOSID,Name,State,ETSS Lon,ETSS Lat,ETSS proximity,ETSS URL,ESTOFS Lon,ETSOFS Lat,ESTOFS proximity,ESTOFS URL,COOPS Lon,COOPS Lat,ETSS HAT-ft,ETSS MHHW-ft,ETSS MSL-ft,ETSS MLLW-ft,Minor MLLW ft,Moderate MLLW ft,Major MLLW ft,MHHW m,MLLW m,MHHW MLLW ft,Minor MHHW ft,Moderate MHHW ft,Major MHHW ft
ZZZZZ,0000005,Kawanak-Pass-Ent-Yukon-R-AK,AK,-164.685,63.0544,,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=0000005&datum=MLLW&show=1-1-0-1-1,,,,,,,2.43,1.98,0.97,0.01, , , , , , , , , 
ZZZZZ,0000004,Apoon-Mouth-Yukon-River-AK,AK,-163.3236,63.0595,,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=0000004&datum=MLLW&show=1-1-0-1-1,,,,,,,5.71,3.92,1.95,0.32, , , , , , , , , 
ZZZZZ,0000003,Carolyn-Is-Golovnin-Bay-AK,AK,-162.8666,64.45,,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=0000003&datum=MLLW&show=1-1-0-1-1,,,,,,,2.63,1.8,0.9,0.14, , , , , , , , , 
ZZZZZ,0000002,Port-Clarence-AK,AK,-166.5654,65.2466,,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=0000002&datum=MLLW&show=1-1-0-1-1,,,,,,,11.5,8.74,4.5,-0.06, , , , , , , , , 
ZZZZZ,0000001,Point-Barrow-AK,AK,-156.3666,71.3666,,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=0000001&datum=MLLW&show=1-1-0-1-1,,,,,,,0.46,0.35,0.18, , , , , , , , , , 
ZZZZZ,0000009,Apokak-Creek-Ent-AK,AK,-162.1666,60.1333,,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=0000009&datum=MLLW&show=1-1-0-1-1,,,,,,,13.59,11.07,4.67,0.02, , , , , , , , , 
ZZZZZ,0000008,St-Lrnce-Niyrakpak-Lagn-Ent-AK,AK,-171.3833,63.6166,,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=0000008&datum=MLLW&show=1-1-0-1-1,,,,,,,1.46,1.19,0.62,0.01, , , , , , , , , 
ELFA2,9452634,Elfin-Cove-AK,AK,-136.3433,58.1933,0.0024573,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9452634&datum=MLLW&show=1-1-0-1-1,-136.3469,58.1947,0.00032423,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-9452634.png,-136.3467,58.195,23.67,20.47,15.19,9.45,,,6.24,2.881,11.02,,,,
VDZA2,9454240,Valdez-AK,AK,-146.7638,61.0014,0.22983,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9454240&datum=MLLW&show=1-1-0-1-1,-146.362,61.125,0.00064387,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-9454240.png,-146.3633,61.125,22.38,18.89,13.24,6.75,,,,5.758,2.056,12.15,,,
SKTA2,9452400,Skagway-AK,AK,-135.3267,59.45,0.00083021,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9452400&datum=MLLW&show=1-1-0-1-1,-135.327,59.45,0.00067772,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-9452400.png,-135.3283,59.45,23.03,18.71,10.81,1.98,26,27,,5.81,0.709,16.74,9.3,10.3,
SWLA2,9455090,Seward-AK,AK,-149.4267,60.12,1.66E-05,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9455090&datum=MLLW&show=1-1-0-1-1,-149.4267,60.12,1.66E-05,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-9455090.png,-149.4267,60.12,20.07,16.77,11.7,6.14,,,,5.111,1.872,10.63,,,
KDAA2,9457292,Kodiak-Island-AK,AK,-152.5117,57.7317,0.0019106,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9457292&datum=MLLW&show=1-1-0-1-1,-152.512,57.7317,0.001843,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-9457292.png,-152.5133,57.73,36.74,34.04,29.77,25.27,,,,10.383,7.708,8.78,,,
ZZZZZ,0000014,Naknek-River-Ent-#13-AK,AK,-157.2297,58.7102,,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=0000014&datum=MLLW&show=1-1-0-1-1,,,,,,,28.16,22.91,11.13,0.08, , , , , , , , , 
ZZZZZ,0000015,Egegik-River-Ent-AK,AK,-157.6225,58.2149,,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=0000015&datum=MLLW&show=1-1-0-1-1,,,,,,,22.33,18.17,9.52,0.09, , , , , , , , , 
ZZZZZ,0000016,Port-Heiden-AK,AK,-158.7333,56.9333,,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=0000016&datum=MLLW&show=1-1-0-1-1,,,,,,,15.05,12.27,7.73,0.11, , , , , , , , , 
ZZZZZ,0000010,Popokamute-AK,AK,-162.25,60.0666,,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=0000010&datum=MLLW&show=1-1-0-1-1,,,,,,,11.89,9.68,4.16,0.02, , , , , , , , , 
ZZZZZ,0000011,Kuskokwak-Creek-Ent-AK,AK,-162.1666,60.0333,,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=0000011&datum=MLLW&show=1-1-0-1-1,,,,,,,13.83,11.27,4.74,0.02, , , , , , , , , 
ZZZZZ,0000012,Eek-Channel-off-Quinhagak-AK,AK,-162.25,59.75,,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=0000012&datum=MLLW&show=1-1-0-1-1,,,,,,,13.84,11.28,4.74,0.02, , , , , , , , , 
ZZZZZ,0000013,Goodnews-Bay-Ent-AK,AK,-161.8166,59.05,,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=0000013&datum=MLLW&show=1-1-0-1-1,,,,,,,9.22,7.52,3.5,0.02, , , , , , , , , 
PMOA2,9463502,Port-Moller-AK,AK,-160.614,55.956,0.036864,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9463502&datum=MLLW&show=1-1-0-1-1,,,,,-160.5733,55.985,41.83,39.6,35.02,29.19,,,,12.071,8.897,10.41,,,
ITKA2,9451600,Sitka-AK,AK,-135.704,56.8981,0.25016,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9451600&datum=MLLW&show=1-1-0-1-1,-135.342,57.0517,0.00018433,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-9451600.png,-135.3417,57.0517,17.3,14.46,9.81,4.52,13,15,17,4.407,1.379,9.94,3.1,5.1,7.1
PRDA2,9497645,Prudhoe-Bay-AK,AK,-148.401,70.4187,0.044361,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9497645&datum=MLLW&show=1-1-0-1-1,,,,,-148.5317,70.4117,37.34,36.54,36.18,35.84,,,11.137,10.923,0.7,,,,
OLSA2,9462450,Nikolski-AK,AK,-168.9,52.9539,0.022015,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9462450&datum=MLLW&show=1-1-0-1-1,-168.8713,52.9406,0.0006394,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-9462450.png,-168.8717,52.94,9.26,8.07,6.36,4.09,,,,2.465,1.241,4.02,,,
ANTA2,9455920,Anchorage-AK,AK,-149.89,61.2383,0.0016333,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9455920&datum=MLLW&show=1-1-0-1-1,-149.89,61.2383,0.0016333,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-9455920.png,-149.89,61.2367,40.93,35.43,22.74,6.27,,,10.8,1.911,29.16,,,,
JNEA2,9452210,Juneau-AK,AK,-134.412,58.2983,0.0010515,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9452210&datum=MLLW&show=1-1-0-1-1,-134.412,58.2983,0.0010515,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-9452210.png,-134.41,58.2983,23.8,19.46,11.73,3.15,23.5,25,28,6.001,1.03,16.31,7.2,8.7,11.7
NMTA2,9468756,Nome-Norton-Sound-AK,AK,-165.43,64.5,0.0065983,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9468756&datum=MLLW&show=1-1-0-1-1,,,,,-165.44,64.495,5.37,5.24,4.54,3.72,,,1.589,1.125,1.52,,,,
SNDA2,9459450,Sand-Point-AK,AK,-160.502,55.3367,0.0050901,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9459450&datum=MLLW&show=1-1-0-1-1,-160.502,55.3367,0.0050901,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-9459450.png,-160.5033,55.3317,40.03,37.75,34.39,30.52,,,,11.506,9.301,7.23,,,
ZZZZZ,9491253,Kivalina-AK,AK,-164.592,67.73,0.0033357,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9491253&datum=MLLW&show=1-1-0-1-1,,,,,-164.5917,67.7267,5.08,4.82,4.36,3.92, , , , , , , , , 
ZZZZZ,9469854,Shishmaref-Inlet-2-AK,AK,-166.02,66.263,0.00033333,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9469854&datum=MLLW&show=1-1-0-1-1,,,,,-166.02,66.2633,4.88,4.6,4.08,3.57, , , , , , , , , 
ZZZZZ,9468691,Shaktoolik-AK,AK,-161.235,64.38,0,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9468691&datum=MLLW&show=1-1-0-1-1,,,,,-161.235,64.38,25.83,23.77,22.1, , , , , , , , , , 
ULRA2,9468333,Unalakleet-AK,AK,-160.787,63.875,0.0034477,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9468333&datum=MLLW&show=1-1-0-1-1,,,,,-160.785,63.8717,5.8,4.75,3.03,1.56,,,1.597,0.721,2.87,,,,
ZZZZZ,9450551,Craig-AK,AK,-133.142,55.488,0.00038312,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9450551&datum=MLLW&show=1-1-0-1-1,,,,,-133.1417,55.4883,17.86,15.44,10.61,5.27, , , , , , , , , 
KWJP8,1820000,Kwajalein-Marshall Islands-UN,,167.735,8.7317,0.0016477,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=1820000&datum=MLLW&show=1-1-0-1-1,-192.281,8.7832,0.054411,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-1820000.png,167.7367,8.7317,8.33,6.84,4.78,2.92,,,,2.084,0.89,3.92,,,
NSTP6,1770000,Pago-Pago-AM,,-170.69,-14.28,0.003704,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=1770000&datum=MLLW&show=1-1-0-1-1,,,,,-170.6883,-14.2767,6.75,5.98,4.56,3.22,,,,1.621,0.793,2.72,,,
BARA9,9761115,Barbuda-Antigua-and-Barbuda-AN,,-61.82,17.59,0.0016667,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9761115&datum=MLLW&show=1-1-0-1-1,-61.8446,17.5546,0.043841,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-9761115.png,-61.82,17.5917,28.91,28.73,28.43,27.99,,,,8.757,8.532,0.74,,,
PGBP7,1631428,Pago-Bay-GUAM,,144.7967,13.4283,4.65E-05,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=1631428&datum=MLLW&show=1-1-0-1-1,-215.2054,13.424,0.0047769,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-1631428.png,144.7967,13.4283,26.43,26.11,25.4,24.38,,,,7.957,7.432,1.72,,,
APRP7,1630000,Apra-Harbor-Guam,,144.6533,13.4383,0.0060047,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=1630000&datum=MLLW&show=1-1-0-1-1,-215.3406,13.4486,0.0058996,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-1630000.png,144.6567,13.4433,4.05,3.68,2.71,1.34,,,,1.122,0.407,2.35,,,
KWHH1,1617433,Kawaihae-HI,HI,-155.8283,20.035,0.0023084,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=1617433&datum=MLLW&show=1-1-0-1-1,-155.8294,20.0366,0.00056761,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-1617433.png,-155.83,20.0367,5.79,4.97,3.77,2.85,3.4,,,1.51,0.852,2.16,1.2,,
MOKH1,1612480,Mokuoloe-HI,HI,-157.79,21.4317,0.0016333,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=1612480&datum=MLLW&show=1-1-0-1-1,-157.79,21.4331,0.00023333,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-1612480.png,-157.79,21.4333,5.83,5.04,3.97,2.92,3.4,,,1.536,0.89,2.12,1.3,,
OOUH1,1612340,Honolulu-HI,HI,-157.8667,21.3067,4.56E-05,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=1612340&datum=MLLW&show=1-1-0-1-1,-157.867,21.3067,0.00031233,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-1612340.png,-157.8667,21.3067,6.59,5.71,4.63,3.81,2.6,,,1.741,1.161,1.9,0.7,,
NWWH1,1611400,Nawiliwili-HI,HI,-159.355,21.9533,3.33E-05,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=1611400&datum=MLLW&show=1-1-0-1-1,-159.3561,21.9544,0.001476,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-1611400.png,-159.355,21.9533,4.87,4.12,3.11,2.29,3,,,1.255,0.697,1.83,1.1,,
ILOH1,1617760,Hilo-HI,HI,-155.055,19.73,0,,-155.0558,19.7303,0.00081059,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-1617760.png,-155.055,19.73,7.27,6.32,5.07,3.92,3.3,,,1.927,1.196,2.4,0.9,,
KLIH1,1615680,Kahului-HI,HI,-156.4767,20.895,3.11E-05,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=1615680&datum=MLLW&show=1-1-0-1-1,-156.4767,20.895,3.11E-05,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-1615680.png,-156.4767,20.895,5.51,4.67,3.53,2.41,3.1,,,1.422,0.736,2.25,0.8,,
SNDP5,1619910,Sand-Island-MidWay,,-177.36,28.2117,3.33E-05,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=1619910&datum=MLLW&show=1-1-0-1-1,-177.36,28.2117,3.33E-05,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-1619910.png,-177.36,28.2117,4.36,3.96,3.35,2.7,,,,1.206,0.824,1.25,,,
WAKP8,1890000,Wake-Island-Pacific,,166.6167,19.29,0.0015416,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=1890000&datum=MLLW&show=1-1-0-1-1,-193.3783,19.296,0.0067895,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-1890000.png,166.6183,19.29,7.4,6.49,5.28,4.14,,,,1.979,1.262,2.35,,,
RPLV2,8632837,Rappahannock Light-VA,VA,,,,,-76.015,37.5383,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_atl/ts-8632837.png,,, , , , , , , , , , , , , 
CPNT2,8774513,Copano Bay-TX,TX,,,,,-97.0217,28.1183,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_atl/ts-8774513.png,,, , , , ,2.2,2.7,3.2,1.72,1.602,0.39,1.8,2.3,2.8
PLSP4,9758053,Penuelas-PR,PR,,,,,-66.762,17.973,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_atl/ts-9758053.png,,, , , , , , , , , , , , , 
,9410647,Angels Gate-CA,CA,,,,,-118.2461,33.7158,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-9410647.png,,, , , , , , , , , , , , , 
,9410665,Los Angeles Pier J-CA,CA,,,,,-118.1857,33.733,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-9410665.png,,, , , , , , , , , , , , , 
,9410666,Los Angeles Pier 400-CA,CA,,,,,-118.2413,33.7352,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-9410666.png,,, , , , , , , , , , , , , 
,9411399,Gaviota State Park-Pacific Ocean-CA,CA,,,,,-120.2283,34.4694,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-9411399.png,,, , , , , , , , , , , , , 
,9412802,Mansfield Cone-CA,CA,,,,,-121.4819,35.9495,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-9412802.png,,, , , , , , , , , , , , , 
,9414311,Pier 1 San Francisco-CA,CA,,,,,-122.393,37.798,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-9414311.png,,, , , , , , , , , , , , , 
,9414769,Oakland Middle Harbor-CA,CA,,,,,-122.33,37.8,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-9414769.png,,, , , , , , , , , , , , , 
,9414776,Oakland Berth 34-San Francisco Bay-CA,CA,,,,,-122.3331,37.8106,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-9414776.png,,, , , , , , , , , , , , , 
,9414847,Point Potrero Richmond-CA,CA,,,,,-122.365,37.9058,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-9414847.png,,, , , , , , , , , , , , , 
,9414958,Bolinas-Bolinas Lagoon-CA,CA,,,,,-122.6785,37.908,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-9414958.png,,, , , , ,,,2.02,0.679,4.4,,,,
,9415056,Point Pinole-CA,CA,,,,,-122.363,38.015,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-9415056.png,,, , , , , , , , , , , , , 
,9415141,Davis Point-San Pablo Bay-CA,CA,,,,,-122.2596,38.0567,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-9415141.png,,, , , , , , , , , , , , , 
,9415338,Sonoma Creek Entrance-CA,CA,,,,,-122.407,38.1567,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-9415338.png,,, , , , , , , , , , , , , 
,9416409,Green Cove-Pacific Ocean-CA,CA,,,,,-123.4494,38.7043,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-9416409.png,,, , , , , , , , , , , , , 
,9419945,Pyramid Point-Smith River-CA,CA,,,,,-124.2009,41.9452,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-9419945.png,,, , , , , , , , , , , , , 
,9439011,Hammond-OR,OR,,,,,-123.945,46.2017,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-9439011.png,,, , , , , , , , , , , , , 
,9447214,Shilshole Bay GPS Buoy-WA,WA,,,,,-122.4201,47.671,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-9447214.png,,, , , , , , , , , , , , , 
,ep46402,220 NM SSE of Dutch Harbor-AK,AK,,,,,-164.01,51.07,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-ep46402.png,,, , , , , , , , , , , , , 
,ep46403,186 NM SE of Shumagin Island-AK,AK,,,,,-156.94,52.65,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-ep46403.png,,, , , , , , , , , , , , , 
,ep46404,230 NM West of Astoria-OR,OR,,,,,-128.78,45.86,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-ep46404.png,,, , , , , , , , , , , , , 
,ep46407,210 NM West of Coos Bay-OR,OR,,,,,-128.9,42.6,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-ep46407.png,,, , , , , , , , , , , , , 
,ep46408,212 NM South of Umnak Island-AK,AK,,,,,-169.87,49.63,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-ep46408.png,,, , , , , , , , , , , , , 
,ep46409,210 NM SE of Kodiak-AK,AK,,,,,-148.5,55.3,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-ep46409.png,,, , , , , , , , , , , , , 
,ep46410,188 NM SSE of Cordova-AK,AK,,,,,-144,57.5,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-ep46410.png,,, , , , , , , , , , , , , 
,ep46411,150 NM West of Mendocino Bay-CA,CA,,,,,-127.01,39.34,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-ep46411.png,,, , , , , , , , , , , , , 
,ep46412,175 NM West of San Diego-CA,CA,,,,,-120.7,32.25,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-ep46412.png,,, , , , , , , , , , , , , 
,ep46413,243 NM SSE of Adak Island-AK,AK,,,,,-175.6,48.86,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-ep46413.png,,, , , , , , , , , , , , , 
,ep46419,300 NM WNW of Seattle-WA,WA,,,,,-129.62,48.76,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-ep46419.png,,, , , , , , , , , , , , , 
,ep51407,34 NM West of Kailua-Kona-HI,HI,,,,,-156.53,19.63,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-ep51407.png,,, , , , , , , , , , , , , 
,ep21414,170 NM South of Amchitka-AK,AK,,,,,-181.737,48.948,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-ep21414.png,,, , , , , , , , , , , , , 
,ep21415,175 NM South of Attu-AK,AK,,,,,-188.153,50.183,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-ep21415.png,,, , , , , , , , , , , , , 
TMP05,em00005,Malakal Palau UHSLC Gauge,,,,,,-225.5621,7.3471,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00005.png,,, , , , , , , , , , , , , 
TMP06,em00006,Yap FSM UHSLC Gauge,,,,,,-221.88,9.505,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00006.png,,, , , , , , , , , , , , , 
TMP07,em00007,Pohnpei FSM UHSLC Gauge,,,,,,-201.77,6.995,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00007.png,,, , , , , , , , , , , , , 
TMP08,em00008,Saipan N Marianas UHSLC Gauge,,,,,,-214.2614,15.2368,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00008.png,,, , , , , , , , , , , , , 
TMP09,em00009,Moen I Chuuk-FSM Historic CO-OPS Tide Gauge,,,,,,-208.1533,7.4467,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00009.png,,, , , , , , , , , , , , , 
TMP10,em00010,Guam South (Cocos) Guam-Marianas Major Island/Warning Point,,,,,,-215.339,13.24,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00010.png,,, , , , , , , , , , , , , 
TMP11,em00011,Guam North (Ritidian) Guam-Marianas Major Island/Warning Point,,,,,,-215.14,13.656,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00011.png,,, , , , , , , , , , , , , 
TMP12,em00012,Rota East (Sinapalu) Rota-Marianas Major Island/Warning Point,,,,,,-214.72,14.2,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00012.png,,, , , , , , , , , , , , , 
TMP13,em00013,Rota West (Songsong) Rota-Marianas Major Island/Warning Point,,,,,,-214.8675,14.1433,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00013.png,,, , , , , , , , , , , , , 
TMP14,em00014,Tinian East Tinian-Marianas Major Island/Warning Point,,,,,,-214.308,15,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00014.png,,, , , , , , , , , , , , , 
TMP15,em00015,Tinian West (San Jose) Tinian-Marianas Major Island/Warning Point,,,,,,-214.3889,14.9644,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00015.png,,, , , , , , , , , , , , , 
TMP16,em00016,Saipan East (Kagman) Saipan-Marianas Major Island/Warning Point,,,,,,-214.2041,15.182,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00016.png,,, , , , , , , , , , , , , 
TMP17,em00017,Saipan West (Garapan) Saipan-Marianas Major Island/Warning Point,,,,,,-214.2904,15.2004,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00017.png,,, , , , , , , , , , , , , 
TMP18,em00018,Saipan North Saipan-Marianas Major Island/Warning Point,,,,,,-214.2,15.29,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00018.png,,, , , , , , , , , , , , , 
TMP19,em00019,East Melekeok Palau Major Island/Warning Point,,,,,,-225.37,7.494,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00019.png,,, , , , , , , , , , , , , 
TMP20,em00020,Ngeremlengui West Palau Major Island/Warning Point,,,,,,-225.512,7.539,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00020.png,,, , , , , , , , , , , , , 
TMP21,em00021,Yap East Yap-FSM Major Island/Warning Point,,,,,,-221.808,9.56,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00021.png,,, , , , , , , , , , , , , 
TMP22,em00022,Yap South (Colonia) Yap-FSM Major Island/Warning Point,,,,,,-221.82,9.49,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00022.png,,, , , , , , , , , , , , , 
TMP23,em00023,Yap West (Airport) Yap-FSM Major Island/Warning Point,,,,,,-221.94,9.5,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00023.png,,, , , , , , , , , , , , , 
TMP24,em00024,Yap North Yap-FSM Major Island/Warning Point,,,,,,-221.835,9.624,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00024.png,,, , , , , , , , , , , , , 
TMP25,em00025,Chuuk Lagoon East Chuuk-FSM Major Island/Warning Point,,,,,,-208,7.355,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00025.png,,, , , , , , , , , , , , , 
TMP26,em00026,Chuuk Lagoon North Chuuk-FSM Major Island/Warning Point,,,,,,-208.21,7.666,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00026.png,,, , , , , , , , , , , , , 
TMP27,em00027,Chuuk Lagoon West Chuuk-FSM Major Island/Warning Point,,,,,,-208.54,7.344,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00027.png,,, , , , , , , , , , , , , 
TMP28,em00028,Pohnpei North Pohnpei-FSM Major Island/Warning Point,,,,,,-201.74,7.04,,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_mic/ts-em00028.png,,, , , , , , , , , , , , , 
